,age,degree,gender,FY,race,tot_doll
2356,Early,PhD,Female,2010,Native Hawaiian or Other Pacific Islander,757493.29
2357,Late,PhD,Female,2010,Native Hawaiian or Other Pacific Islander,190260.2
2358,Late,MD,Male,2010,Native Hawaiian or Other Pacific Islander,1879447.2999999998
2359,Mid,MD,Male,2010,Native Hawaiian or Other Pacific Islander,273072.02
2360,Early,PhD,Male,2010,Native Hawaiian or Other Pacific Islander,1434834.47
2361,Late,PhD,Male,2010,Native Hawaiian or Other Pacific Islander,859953.55
2362,Mid,PhD,Male,2010,Native Hawaiian or Other Pacific Islander,1096049.19
2363,Early,PhD,Female,2011,Native Hawaiian or Other Pacific Islander,437071.45
2364,Late,PhD,Female,2011,Native Hawaiian or Other Pacific Islander,179419.2
2365,Mid,PhD,Female,2011,Native Hawaiian or Other Pacific Islander,328620.67
2366,Late,MD,Male,2011,Native Hawaiian or Other Pacific Islander,1764490.5
2367,Early,PhD,Male,2011,Native Hawaiian or Other Pacific Islander,883149.05
2368,Late,PhD,Male,2011,Native Hawaiian or Other Pacific Islander,829847.22
2369,Mid,PhD,Male,2011,Native Hawaiian or Other Pacific Islander,1413655.33
2370,Early,PhD,Female,2012,Native Hawaiian or Other Pacific Islander,469610.05
2371,Late,PhD,Female,2012,Native Hawaiian or Other Pacific Islander,354299.83
2372,Mid,PhD,Female,2012,Native Hawaiian or Other Pacific Islander,562280.17
2373,Late,MD,Male,2012,Native Hawaiian or Other Pacific Islander,1685984.85
2374,Early,PhD,Male,2012,Native Hawaiian or Other Pacific Islander,2467295.72
2375,Mid,PhD,Male,2012,Native Hawaiian or Other Pacific Islander,1360568.78
2376,Early,PhD,Female,2013,Native Hawaiian or Other Pacific Islander,768910.03
2377,Mid,PhD,Female,2013,Native Hawaiian or Other Pacific Islander,483700.68
2378,Late,MD,Male,2013,Native Hawaiian or Other Pacific Islander,971085.89
2379,Early,PhD,Male,2013,Native Hawaiian or Other Pacific Islander,1407693.86
2380,Mid,PhD,Male,2013,Native Hawaiian or Other Pacific Islander,501360.58999999997
2381,Early,PhD,Female,2014,Native Hawaiian or Other Pacific Islander,1251825.48
2382,Late,PhD,Female,2014,Native Hawaiian or Other Pacific Islander,132380.46
2383,Mid,PhD,Female,2014,Native Hawaiian or Other Pacific Islander,622545.3
2384,Early,PhD,Male,2014,Native Hawaiian or Other Pacific Islander,1767669.32
2385,Late,PhD,Male,2014,Native Hawaiian or Other Pacific Islander,524626.3
2386,Mid,PhD,Male,2014,Native Hawaiian or Other Pacific Islander,482711.79000000004
2387,Early,MD,Female,2015,Native Hawaiian or Other Pacific Islander,130785.49
2388,Mid,MD,Female,2015,Native Hawaiian or Other Pacific Islander,373212.32
2389,Early,PhD,Female,2015,Native Hawaiian or Other Pacific Islander,1260083.6600000001
2390,Late,PhD,Female,2015,Native Hawaiian or Other Pacific Islander,130290.11
2391,Mid,PhD,Female,2015,Native Hawaiian or Other Pacific Islander,215955.72
2392,Early,MD-PhD,Male,2015,Native Hawaiian or Other Pacific Islander,464853.17
2393,Early,PhD,Male,2015,Native Hawaiian or Other Pacific Islander,1884718.05
2394,Late,PhD,Male,2015,Native Hawaiian or Other Pacific Islander,82031.75
2395,Mid,PhD,Male,2015,Native Hawaiian or Other Pacific Islander,1861342.08
2396,Mid,MD,Female,2016,Native Hawaiian or Other Pacific Islander,2464509.72
2397,Early,PhD,Female,2016,Native Hawaiian or Other Pacific Islander,544804.67
2398,Early,MD-PhD,Male,2016,Native Hawaiian or Other Pacific Islander,450530.57
2399,Early,PhD,Male,2016,Native Hawaiian or Other Pacific Islander,4800845.99
2400,Mid,PhD,Male,2016,Native Hawaiian or Other Pacific Islander,1534751.41
2401,Mid,MD,Female,2017,Native Hawaiian or Other Pacific Islander,2503238.49
2402,Early,MD-PhD,Female,2017,Native Hawaiian or Other Pacific Islander,406002.67
2403,Early,PhD,Female,2017,Native Hawaiian or Other Pacific Islander,1089822.39
2404,Mid,PhD,Female,2017,Native Hawaiian or Other Pacific Islander,271028.83
2405,Early,MD-PhD,Male,2017,Native Hawaiian or Other Pacific Islander,447799.54
2406,Early,PhD,Male,2017,Native Hawaiian or Other Pacific Islander,1200204.4300000002
2407,Mid,PhD,Male,2017,Native Hawaiian or Other Pacific Islander,1717221.83
2408,Mid,MD,Female,2018,Native Hawaiian or Other Pacific Islander,2571362.32
2409,Early,MD-PhD,Female,2018,Native Hawaiian or Other Pacific Islander,398247.62
2410,Early,PhD,Female,2018,Native Hawaiian or Other Pacific Islander,1538581.6600000001
2411,Mid,PhD,Female,2018,Native Hawaiian or Other Pacific Islander,818722.04
2412,Mid,MD-PhD,Male,2018,Native Hawaiian or Other Pacific Islander,424566.68
2413,Early,PhD,Male,2018,Native Hawaiian or Other Pacific Islander,1055920.37
2414,Mid,PhD,Male,2018,Native Hawaiian or Other Pacific Islander,1630423.7
2415,Mid,MD,Female,2019,Native Hawaiian or Other Pacific Islander,2399960.43
2416,Early,MD-PhD,Female,2019,Native Hawaiian or Other Pacific Islander,389999.91
2417,Early,PhD,Female,2019,Native Hawaiian or Other Pacific Islander,1556967.63
2418,Mid,PhD,Female,2019,Native Hawaiian or Other Pacific Islander,1223051.05
2419,Early,MD-PhD,Male,2019,Native Hawaiian or Other Pacific Islander,391741.91
2420,Mid,MD-PhD,Male,2019,Native Hawaiian or Other Pacific Islander,415773.9
2421,Early,PhD,Male,2019,Native Hawaiian or Other Pacific Islander,1290598.69
2422,Late,PhD,Male,2019,Native Hawaiian or Other Pacific Islander,200368.45
2423,Mid,PhD,Male,2019,Native Hawaiian or Other Pacific Islander,1649679.6099999999
2424,Mid,MD,Female,2020,Native Hawaiian or Other Pacific Islander,2344292.19
2425,Early,MD-PhD,Female,2020,Native Hawaiian or Other Pacific Islander,733424.87
2426,Early,PhD,Female,2020,Native Hawaiian or Other Pacific Islander,1149412.0699999998
2427,Mid,PhD,Female,2020,Native Hawaiian or Other Pacific Islander,2040957.79
2428,Early,MD-PhD,Male,2020,Native Hawaiian or Other Pacific Islander,388545.04
2429,Early,PhD,Male,2020,Native Hawaiian or Other Pacific Islander,1170716.32
2430,Mid,PhD,Male,2020,Native Hawaiian or Other Pacific Islander,1093874.1400000001
2431,Early,MD,Female,1985,White,21163450.85
2432,Mid,MD,Female,1985,White,13899239.129999999
2433,Early,MD-PhD,Female,1985,White,9155531.43
2434,Late,MD-PhD,Female,1985,White,911239.14
2435,Mid,MD-PhD,Female,1985,White,5995943.449999999
2436,Early,Other,Female,1985,White,1632966.2
2437,Mid,Other,Female,1985,White,1475876.27
2438,Early,PhD,Female,1985,White,291097434.0
2439,Late,PhD,Female,1985,White,112328.97
2440,Mid,PhD,Female,1985,White,60871659.4
2441,Early,MD,Male,1985,White,378055381.15
2442,Late,MD,Male,1985,White,71492295.54
2443,Mid,MD,Male,1985,White,371339236.8
2444,Early,MD-PhD,Male,1985,White,157610322.13
2445,Late,MD-PhD,Male,1985,White,8043528.35
2446,Mid,MD-PhD,Male,1985,White,157742478.46
2447,Early,Other,Male,1985,White,7090090.8100000005
2448,Late,Other,Male,1985,White,1547422.3900000001
2449,Mid,Other,Male,1985,White,4828805.95
2450,Early,PhD,Male,1985,White,1294127714.53
2451,Late,PhD,Male,1985,White,38269130.68
2452,Mid,PhD,Male,1985,White,342261026.68
2453,Early,MD,Female,1986,White,27900995.33
2454,Mid,MD,Female,1986,White,14805662.37
2455,Early,MD-PhD,Female,1986,White,9310773.44
2456,Mid,MD-PhD,Female,1986,White,7682601.59
2457,Early,Other,Female,1986,White,1382611.81
2458,Mid,Other,Female,1986,White,1900432.43
2459,Early,PhD,Female,1986,White,323801669.6
2460,Late,PhD,Female,1986,White,107796.79
2461,Mid,PhD,Female,1986,White,75432271.99
2462,Early,MD,Male,1986,White,389481755.64
2463,Late,MD,Male,1986,White,68537762.36
2464,Mid,MD,Male,1986,White,401180888.49
2465,Early,MD-PhD,Male,1986,White,168370881.67
2466,Late,MD-PhD,Male,1986,White,13991879.7
2467,Mid,MD-PhD,Male,1986,White,168446965.3
2468,Early,Other,Male,1986,White,6785857.71
2469,Late,Other,Male,1986,White,1518980.1400000001
2470,Mid,Other,Male,1986,White,9362697.73
2471,Early,PhD,Male,1986,White,1291546403.02
2472,Late,PhD,Male,1986,White,46823750.33
2473,Mid,PhD,Male,1986,White,422316237.2
2474,Early,MD,Female,1987,White,39214413.77
2475,Late,MD,Female,1987,White,1369004.2
2476,Mid,MD,Female,1987,White,12636189.62
2477,Early,MD-PhD,Female,1987,White,14377110.78
2478,Late,MD-PhD,Female,1987,White,1521510.2
2479,Mid,MD-PhD,Female,1987,White,6933195.92
2480,Early,Other,Female,1987,White,1941607.04
2481,Mid,Other,Female,1987,White,1907966.03
2482,Early,PhD,Female,1987,White,380864385.38
2483,Late,PhD,Female,1987,White,2632375.2800000003
2484,Mid,PhD,Female,1987,White,96609297.75
2485,Early,MD,Male,1987,White,496923118.49
2486,Late,MD,Male,1987,White,97583494.23
2487,Mid,MD,Male,1987,White,454942355.46
2488,Early,MD-PhD,Male,1987,White,200797111.88
2489,Late,MD-PhD,Male,1987,White,31180351.509999998
2490,Mid,MD-PhD,Male,1987,White,195562616.7
2491,Early,Other,Male,1987,White,6954002.41
2492,Late,Other,Male,1987,White,956165.29
2493,Mid,Other,Male,1987,White,9810576.37
2494,Early,PhD,Male,1987,White,1466087319.38
2495,Late,PhD,Male,1987,White,61384845.42
2496,Mid,PhD,Male,1987,White,546808601.96
2497,Early,MD,Female,1988,White,55892779.69
2498,Late,MD,Female,1988,White,6910659.1899999995
2499,Mid,MD,Female,1988,White,21890160.19
2500,Early,MD-PhD,Female,1988,White,14033446.01
2501,Late,MD-PhD,Female,1988,White,1460819.88
2502,Mid,MD-PhD,Female,1988,White,6900046.66
2503,Early,Other,Female,1988,White,2580050.5300000003
2504,Late,Other,Female,1988,White,741746.26
2505,Mid,Other,Female,1988,White,2186963.96
2506,Early,PhD,Female,1988,White,379973237.87
2507,Late,PhD,Female,1988,White,4574711.03
2508,Mid,PhD,Female,1988,White,123780153.73
2509,Early,MD,Male,1988,White,497868909.11
2510,Late,MD,Male,1988,White,93150159.53
2511,Mid,MD,Male,1988,White,546539167.07
2512,Early,MD-PhD,Male,1988,White,202373718.67
2513,Late,MD-PhD,Male,1988,White,39597903.63
2514,Mid,MD-PhD,Male,1988,White,213716547.42
2515,Early,Other,Male,1988,White,7103919.47
2516,Late,Other,Male,1988,White,1378787.1400000001
2517,Mid,Other,Male,1988,White,14988471.37
2518,Early,PhD,Male,1988,White,1477017247.38
2519,Late,PhD,Male,1988,White,85870651.81
2520,Mid,PhD,Male,1988,White,685018665.35
2521,Early,MD,Female,1989,White,69728618.48
2522,Late,MD,Female,1989,White,5168559.44
2523,Mid,MD,Female,1989,White,25678331.81
2524,Early,MD-PhD,Female,1989,White,11872697.8
2525,Late,MD-PhD,Female,1989,White,1420971.52
2526,Mid,MD-PhD,Female,1989,White,11615198.62
2527,Early,Other,Female,1989,White,2924575.75
2528,Mid,Other,Female,1989,White,2710513.07
2529,Early,PhD,Female,1989,White,418194212.24
2530,Late,PhD,Female,1989,White,4926707.54
2531,Mid,PhD,Female,1989,White,171062833.96
2532,Early,MD,Male,1989,White,504651677.65
2533,Late,MD,Male,1989,White,121049937.7
2534,Mid,MD,Male,1989,White,610352701.12
2535,Early,MD-PhD,Male,1989,White,215412654.09
2536,Late,MD-PhD,Male,1989,White,45601291.28
2537,Mid,MD-PhD,Male,1989,White,238061838.98
2538,Early,Other,Male,1989,White,7567483.03
2539,Late,Other,Male,1989,White,1282981.9
2540,Mid,Other,Male,1989,White,15921036.23
2541,Early,PhD,Male,1989,White,1523796216.76
2542,Late,PhD,Male,1989,White,100578368.67
2543,Mid,PhD,Male,1989,White,823147847.35
2544,Early,MD,Female,1990,White,78263122.62
2545,Late,MD,Female,1990,White,6118449.2
2546,Mid,MD,Female,1990,White,32224538.04
2547,Early,MD-PhD,Female,1990,White,14392048.99
2548,Late,MD-PhD,Female,1990,White,427911.53
2549,Mid,MD-PhD,Female,1990,White,11172125.22
2550,Early,Other,Female,1990,White,3196497.27
2551,Late,Other,Female,1990,White,2376991.85
2552,Mid,Other,Female,1990,White,999232.31
2553,Early,PhD,Female,1990,White,439523475.86
2554,Late,PhD,Female,1990,White,6190891.68
2555,Mid,PhD,Female,1990,White,216676635.82
2556,Early,MD,Male,1990,White,498071996.24
2557,Late,MD,Male,1990,White,121995986.24
2558,Mid,MD,Male,1990,White,655735578.41
2559,Early,MD-PhD,Male,1990,White,226854274.91
2560,Late,MD-PhD,Male,1990,White,51403032.19
2561,Mid,MD-PhD,Male,1990,White,247132549.76
2562,Early,Other,Male,1990,White,6001539.07
2563,Late,Other,Male,1990,White,823022.97
2564,Mid,Other,Male,1990,White,16760025.71
2565,Early,PhD,Male,1990,White,1471162728.43
2566,Late,PhD,Male,1990,White,120765326.55
2567,Mid,PhD,Male,1990,White,954753244.32
2568,Early,MD,Female,1991,White,82589179.08
2569,Late,MD,Female,1991,White,2110613.59
2570,Mid,MD,Female,1991,White,50782046.83
2571,Early,MD-PhD,Female,1991,White,19045441.76
2572,Late,MD-PhD,Female,1991,White,424295.04
2573,Mid,MD-PhD,Female,1991,White,12736147.14
2574,Early,Other,Female,1991,White,3274312.2
2575,Late,Other,Female,1991,White,3473699.83
2576,Mid,Other,Female,1991,White,558741.9099999999
2577,Early,PhD,Female,1991,White,480150955.55
2578,Late,PhD,Female,1991,White,11127890.02
2579,Mid,PhD,Female,1991,White,275953597.81
2580,Early,MD,Male,1991,White,520223403.59
2581,Late,MD,Male,1991,White,145985075.3
2582,Mid,MD,Male,1991,White,662699928.0
2583,Early,MD-PhD,Male,1991,White,260127148.72
2584,Late,MD-PhD,Male,1991,White,50686087.14
2585,Mid,MD-PhD,Male,1991,White,250410432.12
2586,Early,Other,Male,1991,White,9144210.27
2587,Late,Other,Male,1991,White,773914.9199999999
2588,Mid,Other,Male,1991,White,15591526.700000001
2589,Early,PhD,Male,1991,White,1531862373.0
2590,Late,PhD,Male,1991,White,151088356.9
2591,Mid,PhD,Male,1991,White,1168086231.91
2592,Early,MD,Female,1992,White,89812396.31
2593,Late,MD,Female,1992,White,1274973.2
2594,Mid,MD,Female,1992,White,59875182.36
2595,Early,MD-PhD,Female,1992,White,21586119.02
2596,Late,MD-PhD,Female,1992,White,1287715.75
2597,Mid,MD-PhD,Female,1992,White,13836521.110000001
2598,Early,Other,Female,1992,White,4920885.04
2599,Late,Other,Female,1992,White,4459404.63
2600,Mid,Other,Female,1992,White,679508.56
2601,Early,PhD,Female,1992,White,502638184.4
2602,Late,PhD,Female,1992,White,14915351.18
2603,Mid,PhD,Female,1992,White,338246371.43
2604,Early,MD,Male,1992,White,536987394.34
2605,Late,MD,Male,1992,White,160475877.22
2606,Mid,MD,Male,1992,White,772923360.53
2607,Early,MD-PhD,Male,1992,White,262885628.05
2608,Late,MD-PhD,Male,1992,White,63699139.82
2609,Mid,MD-PhD,Male,1992,White,275328974.2
2610,Early,Other,Male,1992,White,7056350.77
2611,Late,Other,Male,1992,White,1237990.0
2612,Mid,Other,Male,1992,White,16374081.799999999
2613,Early,PhD,Male,1992,White,1563024593.47
2614,Late,PhD,Male,1992,White,174349383.87
2615,Mid,PhD,Male,1992,White,1353441697.39
2616,Early,MD,Female,1993,White,104658743.12
2617,Late,MD,Female,1993,White,3578080.6
2618,Mid,MD,Female,1993,White,61445323.11
2619,Early,MD-PhD,Female,1993,White,25425815.13
2620,Late,MD-PhD,Female,1993,White,1145549.0699999998
2621,Mid,MD-PhD,Female,1993,White,15047912.92
2622,Early,Other,Female,1993,White,7596076.3
2623,Late,Other,Female,1993,White,5104230.17
2624,Mid,Other,Female,1993,White,204903.96
2625,Early,PhD,Female,1993,White,509364961.67
2626,Late,PhD,Female,1993,White,18950867.54
2627,Mid,PhD,Female,1993,White,393889191.68
2628,Early,MD,Male,1993,White,470999035.08
2629,Late,MD,Male,1993,White,208518938.4
2630,Mid,MD,Male,1993,White,813775009.56
2631,Early,MD-PhD,Male,1993,White,259269327.63
2632,Late,MD-PhD,Male,1993,White,82690193.36
2633,Mid,MD-PhD,Male,1993,White,294836293.22
2634,Early,Other,Male,1993,White,8949374.94
2635,Late,Other,Male,1993,White,824669.36
2636,Mid,Other,Male,1993,White,14819335.49
2637,Early,PhD,Male,1993,White,1477935479.22
2638,Late,PhD,Male,1993,White,186271784.77
2639,Mid,PhD,Male,1993,White,1504191661.55
2640,Early,MD,Female,1994,White,105398982.77
2641,Late,MD,Female,1994,White,6258469.64
2642,Mid,MD,Female,1994,White,68552822.33
2643,Early,MD-PhD,Female,1994,White,29243999.58
2644,Late,MD-PhD,Female,1994,White,3734660.1199999996
2645,Mid,MD-PhD,Female,1994,White,22008286.8
2646,Early,Other,Female,1994,White,5136130.36
2647,Late,Other,Female,1994,White,5578748.03
2648,Mid,Other,Female,1994,White,1949036.6500000001
2649,Early,PhD,Female,1994,White,541949760.32
2650,Late,PhD,Female,1994,White,28891051.72
2651,Mid,PhD,Female,1994,White,468584881.76
2652,Early,MD,Male,1994,White,498973843.7
2653,Late,MD,Male,1994,White,242774425.34
2654,Mid,MD,Male,1994,White,815693033.7
2655,Early,MD-PhD,Male,1994,White,267718472.06
2656,Late,MD-PhD,Male,1994,White,91579790.62
2657,Mid,MD-PhD,Male,1994,White,314059865.59
2658,Early,Other,Male,1994,White,11558927.71
2659,Late,Other,Male,1994,White,430805.79
2660,Mid,Other,Male,1994,White,16513460.32
2661,Early,PhD,Male,1994,White,1450994287.6
2662,Late,PhD,Male,1994,White,223676708.4
2663,Mid,PhD,Male,1994,White,1678692082.73
2664,Early,MD,Female,1995,White,112916309.19
2665,Late,MD,Female,1995,White,7252684.1
2666,Mid,MD,Female,1995,White,78688977.74
2667,Early,MD-PhD,Female,1995,White,31278456.34
2668,Late,MD-PhD,Female,1995,White,4632934.62
2669,Mid,MD-PhD,Female,1995,White,24739762.35
2670,Early,Other,Female,1995,White,2902520.51
2671,Late,Other,Female,1995,White,4544911.46
2672,Mid,Other,Female,1995,White,8015225.57
2673,Early,PhD,Female,1995,White,521766984.75
2674,Late,PhD,Female,1995,White,33665481.75
2675,Mid,PhD,Female,1995,White,514699578.85
2676,Early,MD,Male,1995,White,478610688.57
2677,Late,MD,Male,1995,White,270613680.89
2678,Mid,MD,Male,1995,White,866773237.3
2679,Early,MD-PhD,Male,1995,White,259855632.71
2680,Late,MD-PhD,Male,1995,White,91685255.74
2681,Mid,MD-PhD,Male,1995,White,370419025.37
2682,Early,Other,Male,1995,White,8962586.04
2683,Late,Other,Male,1995,White,2339181.2899999996
2684,Mid,Other,Male,1995,White,11547586.33
2685,Early,PhD,Male,1995,White,1397837674.37
2686,Late,PhD,Male,1995,White,218525256.03
2687,Mid,PhD,Male,1995,White,1805427618.9
2688,Early,MD,Female,1996,White,108112541.51
2689,Late,MD,Female,1996,White,6331431.25
2690,Mid,MD,Female,1996,White,95816928.24
2691,Early,MD-PhD,Female,1996,White,35158749.29
2692,Late,MD-PhD,Female,1996,White,5954261.1
2693,Mid,MD-PhD,Female,1996,White,30067108.85
2694,Early,Other,Female,1996,White,3563044.68
2695,Late,Other,Female,1996,White,3313400.34
2696,Mid,Other,Female,1996,White,6366765.8
2697,Early,PhD,Female,1996,White,509580102.06
2698,Late,PhD,Female,1996,White,53415033.54
2699,Mid,PhD,Female,1996,White,620591133.73
2700,Early,MD,Male,1996,White,474169203.86
2701,Late,MD,Male,1996,White,312600021.06
2702,Mid,MD,Male,1996,White,907249168.26
2703,Early,MD-PhD,Male,1996,White,282772352.35
2704,Late,MD-PhD,Male,1996,White,112575086.84
2705,Mid,MD-PhD,Male,1996,White,381935388.22
2706,Early,Other,Male,1996,White,6913378.57
2707,Late,Other,Male,1996,White,1541425.44
2708,Mid,Other,Male,1996,White,15353522.120000001
2709,Early,PhD,Male,1996,White,1418451212.46
2710,Late,PhD,Male,1996,White,276374567.45
2711,Mid,PhD,Male,1996,White,1993388229.31
2712,Early,MD,Female,1997,White,103195511.62
2713,Late,MD,Female,1997,White,10183303.16
2714,Mid,MD,Female,1997,White,96226870.69
2715,Early,MD-PhD,Female,1997,White,31977157.28
2716,Late,MD-PhD,Female,1997,White,12416647.940000001
2717,Mid,MD-PhD,Female,1997,White,33831111.38
2718,Early,Other,Female,1997,White,4651304.24
2719,Late,Other,Female,1997,White,4525311.68
2720,Mid,Other,Female,1997,White,7530032.09
2721,Early,PhD,Female,1997,White,518627108.24
2722,Late,PhD,Female,1997,White,65486703.949999996
2723,Mid,PhD,Female,1997,White,696804018.88
2724,Early,MD,Male,1997,White,513200441.6
2725,Late,MD,Male,1997,White,355699591.7
2726,Mid,MD,Male,1997,White,972593814.78
2727,Early,MD-PhD,Male,1997,White,321779283.53
2728,Late,MD-PhD,Male,1997,White,121405691.88
2729,Mid,MD-PhD,Male,1997,White,406127324.51
2730,Early,Other,Male,1997,White,9909318.15
2731,Late,Other,Male,1997,White,2500939.17
2732,Mid,Other,Male,1997,White,16990890.78
2733,Early,PhD,Male,1997,White,1417594757.13
2734,Late,PhD,Male,1997,White,312828535.0
2735,Mid,PhD,Male,1997,White,2219246585.35
2736,Early,MD,Female,1998,White,98701694.65
2737,Late,MD,Female,1998,White,18067682.9
2738,Mid,MD,Female,1998,White,130651684.92
2739,Early,MD-PhD,Female,1998,White,37094390.15
2740,Late,MD-PhD,Female,1998,White,9475707.97
2741,Mid,MD-PhD,Female,1998,White,32537972.73
2742,Early,Other,Female,1998,White,3138356.77
2743,Late,Other,Female,1998,White,5501174.029999999
2744,Mid,Other,Female,1998,White,10189181.559999999
2745,Early,PhD,Female,1998,White,546385337.91
2746,Late,PhD,Female,1998,White,92166663.73
2747,Mid,PhD,Female,1998,White,768758246.69
2748,Early,MD,Male,1998,White,494506187.21999997
2749,Late,MD,Male,1998,White,399148927.3
2750,Mid,MD,Male,1998,White,1091494076.42
2751,Early,MD-PhD,Male,1998,White,317761937.2
2752,Late,MD-PhD,Male,1998,White,149687617.95
2753,Mid,MD-PhD,Male,1998,White,426178571.58
2754,Early,Other,Male,1998,White,10308318.21
2755,Late,Other,Male,1998,White,5825312.57
2756,Mid,Other,Male,1998,White,14592488.05
2757,Early,PhD,Male,1998,White,1411198044.5
2758,Late,PhD,Male,1998,White,387471815.9
2759,Mid,PhD,Male,1998,White,2403317677.0
2760,Early,MD,Female,1999,White,112943361.76
2761,Late,MD,Female,1999,White,24008359.18
2762,Mid,MD,Female,1999,White,161566012.8
2763,Early,MD-PhD,Female,1999,White,40495943.45
2764,Late,MD-PhD,Female,1999,White,9928021.16
2765,Mid,MD-PhD,Female,1999,White,40796835.9
2766,Early,Other,Female,1999,White,2637666.6
2767,Late,Other,Female,1999,White,6592071.83
2768,Mid,Other,Female,1999,White,10050076.7
2769,Early,PhD,Female,1999,White,638958909.12
2770,Late,PhD,Female,1999,White,122596669.83
2771,Mid,PhD,Female,1999,White,899588593.77
2772,Early,MD,Male,1999,White,517518472.95
2773,Late,MD,Male,1999,White,462910752.56
2774,Mid,MD,Male,1999,White,1276971647.26
2775,Early,MD-PhD,Male,1999,White,342917046.51
2776,Late,MD-PhD,Male,1999,White,161741855.07
2777,Mid,MD-PhD,Male,1999,White,483062789.53
2778,Early,Other,Male,1999,White,8088889.0
2779,Late,Other,Male,1999,White,6412752.34
2780,Mid,Other,Male,1999,White,18482704.88
2781,Early,PhD,Male,1999,White,1467812876.01
2782,Late,PhD,Male,1999,White,526734667.22
2783,Mid,PhD,Male,1999,White,2597165870.95
2784,Early,MD,Female,2000,White,122517723.81
2785,Late,MD,Female,2000,White,29601963.71
2786,Mid,MD,Female,2000,White,216954512.92
2787,Early,MD-PhD,Female,2000,White,42396112.25
2788,Late,MD-PhD,Female,2000,White,13247747.91
2789,Mid,MD-PhD,Female,2000,White,60101434.93
2790,Early,Other,Female,2000,White,3176263.85
2791,Late,Other,Female,2000,White,4935008.67
2792,Mid,Other,Female,2000,White,11148965.55
2793,Early,PhD,Female,2000,White,670731337.58
2794,Late,PhD,Female,2000,White,173679629.33
2795,Mid,PhD,Female,2000,White,1050981052.97
2796,Early,MD,Male,2000,White,546837229.85
2797,Late,MD,Male,2000,White,525094789.15
2798,Mid,MD,Male,2000,White,1467326438.73
2799,Early,MD-PhD,Male,2000,White,368762803.09
2800,Late,MD-PhD,Male,2000,White,199872530.4
2801,Mid,MD-PhD,Male,2000,White,551522569.64
2802,Early,Other,Male,2000,White,4511767.38
2803,Late,Other,Male,2000,White,7867932.07
2804,Mid,Other,Male,2000,White,30212568.66
2805,Early,PhD,Male,2000,White,1575752331.71
2806,Late,PhD,Male,2000,White,686004953.12
2807,Mid,PhD,Male,2000,White,2907163257.56
2808,Early,MD,Female,2001,White,135789999.19
2809,Late,MD,Female,2001,White,41026265.41
2810,Mid,MD,Female,2001,White,268096135.28
2811,Early,MD-PhD,Female,2001,White,59635532.35
2812,Late,MD-PhD,Female,2001,White,15322627.06
2813,Mid,MD-PhD,Female,2001,White,66452679.84
2814,Early,Other,Female,2001,White,4554792.65
2815,Late,Other,Female,2001,White,5849598.21
2816,Mid,Other,Female,2001,White,14050410.12
2817,Early,PhD,Female,2001,White,712856163.38
2818,Late,PhD,Female,2001,White,233078984.64
2819,Mid,PhD,Female,2001,White,1169899233.97
2820,Early,MD,Male,2001,White,567885826.54
2821,Late,MD,Male,2001,White,642236915.34
2822,Mid,MD,Male,2001,White,1624298232.77
2823,Early,MD-PhD,Male,2001,White,389249173.5
2824,Late,MD-PhD,Male,2001,White,223139847.5
2825,Mid,MD-PhD,Male,2001,White,642132958.58
2826,Early,Other,Male,2001,White,11424157.99
2827,Late,Other,Male,2001,White,12560568.22
2828,Mid,Other,Male,2001,White,32121394.490000002
2829,Early,PhD,Male,2001,White,1698199080.45
2830,Late,PhD,Male,2001,White,935132443.39
2831,Mid,PhD,Male,2001,White,3136119465.94
2832,Early,MD,Female,2002,White,126604057.02
2833,Late,MD,Female,2002,White,45749418.22
2834,Mid,MD,Female,2002,White,348777160.09
2835,Early,MD-PhD,Female,2002,White,56981002.93
2836,Late,MD-PhD,Female,2002,White,17032805.41
2837,Mid,MD-PhD,Female,2002,White,69598853.89
2838,Early,Other,Female,2002,White,7427785.16
2839,Late,Other,Female,2002,White,8136185.0
2840,Mid,Other,Female,2002,White,15557865.4
2841,Early,PhD,Female,2002,White,754967101.3
2842,Late,PhD,Female,2002,White,298197720.46
2843,Mid,PhD,Female,2002,White,1296044510.4
2844,Early,MD,Male,2002,White,579068486.5
2845,Late,MD,Male,2002,White,731240307.48
2846,Mid,MD,Male,2002,White,1732751490.04
2847,Early,MD-PhD,Male,2002,White,358824676.22
2848,Late,MD-PhD,Male,2002,White,237576507.08
2849,Mid,MD-PhD,Male,2002,White,770804532.92
2850,Early,Other,Male,2002,White,11674852.69
2851,Late,Other,Male,2002,White,22169901.92
2852,Mid,Other,Male,2002,White,29929883.0
2853,Early,PhD,Male,2002,White,1736045784.97
2854,Late,PhD,Male,2002,White,1098118958.68
2855,Mid,PhD,Male,2002,White,3408746687.45
2856,Early,MD,Female,2003,White,152957130.68
2857,Late,MD,Female,2003,White,62169984.75
2858,Mid,MD,Female,2003,White,361632610.02
2859,Early,MD-PhD,Female,2003,White,59840682.769999996
2860,Late,MD-PhD,Female,2003,White,16431404.32
2861,Mid,MD-PhD,Female,2003,White,93275156.96
2862,Early,Other,Female,2003,White,8105769.26
2863,Late,Other,Female,2003,White,6477786.680000001
2864,Mid,Other,Female,2003,White,20911735.23
2865,Early,PhD,Female,2003,White,775797857.07
2866,Late,PhD,Female,2003,White,342182172.65
2867,Mid,PhD,Female,2003,White,1385517807.7
2868,Early,MD,Male,2003,White,528957961.22
