,INSTITUTION TYPE,FUNDING MECHANISM,YEAR,CODE,FUNDING
1409,Research Institutes,Other Research-Related,2017.0,IA,1030000.0
1410,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,IA,381425.5064377682
1411,None,RPGs - SBIR/STTR,2017.0,IA,344150.44736842107
1412,Domestic Higher Education,Research Centers,2017.0,IA,893223.7222222222
1413,Domestic Higher Education,Training - Individual,2017.0,IA,40457.58064516129
1414,Domestic Higher Education,Training - Institutional,2017.0,IA,259476.62068965516
1415,Domestic Higher Education,Other,2018.0,IA,1878016.0
1416,Domestic Higher Education,Other Research-Related,2018.0,IA,316661.9253731343
1417,Research Institutes,Other Research-Related,2018.0,IA,1177581.0
1418,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,IA,370739.1669793621
1419,None,RPGs - SBIR/STTR,2018.0,IA,349479.8888888889
1420,Domestic Higher Education,Research Centers,2018.0,IA,1062611.105263158
1421,Domestic Higher Education,Training - Individual,2018.0,IA,37613.76666666667
1422,Domestic Higher Education,Training - Institutional,2018.0,IA,300576.32
1423,Domestic Higher Education,Other,2019.0,IA,2044953.0
1424,Domestic Higher Education,Other Research-Related,2019.0,IA,240297.89333333334
1425,Research Institutes,Other Research-Related,2019.0,IA,1117819.0
1426,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,IA,399259.3083941606
1427,None,RPGs - SBIR/STTR,2019.0,IA,266251.67741935485
1428,Domestic Higher Education,Research Centers,2019.0,IA,1128489.391304348
1429,Domestic Higher Education,Training - Individual,2019.0,IA,39898.34375
1430,Domestic Higher Education,Training - Institutional,2019.0,IA,277972.6551724138
1431,Domestic Higher Education,Other,2020.0,IA,2279507.0
1432,Domestic Higher Education,Other Research-Related,2020.0,IA,285583.46153846156
1433,Research Institutes,Other Research-Related,2020.0,IA,1225688.0
1434,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,IA,419749.823117338
1435,None,RPGs - SBIR/STTR,2020.0,IA,740819.25
1436,Domestic Higher Education,Research Centers,2020.0,IA,980315.0
1437,Domestic Higher Education,Training - Individual,2020.0,IA,43491.166666666664
1438,Domestic Higher Education,Training - Institutional,2020.0,IA,269544.85185185185
1439,Domestic Higher Education,Other,2021.0,IA,1459043.5
1440,Domestic Higher Education,Other Research-Related,2021.0,IA,346073.6081081081
1441,Research Institutes,Other Research-Related,2021.0,IA,1225688.0
1442,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,IA,399320.5690515807
1443,None,RPGs - SBIR/STTR,2021.0,IA,388236.8125
1444,Domestic Higher Education,Research Centers,2021.0,IA,1056581.1363636365
1445,Domestic Higher Education,Training - Individual,2021.0,IA,38463.89655172414
1446,Domestic Higher Education,Training - Institutional,2021.0,IA,253414.61538461538
1447,Domestic Higher Education,Other Research-Related,2012.0,ID,137700.0
1448,None,Other Research-Related,2012.0,ID,460282.0
1449,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,ID,304875.9375
1450,None,RPGs - SBIR/STTR,2012.0,ID,422443.0
1451,Domestic Higher Education,Research Centers,2012.0,ID,2573926.5
1452,Domestic Higher Education,Other Research-Related,2013.0,ID,136776.0
1453,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,ID,292884.1891891892
1454,None,RPGs - Non SBIR/STTR,2013.0,ID,204920.0
1455,None,RPGs - SBIR/STTR,2013.0,ID,521955.0
1456,Domestic Higher Education,Research Centers,2013.0,ID,2079923.0
1457,Domestic Higher Education,Other Research-Related,2014.0,ID,415253.875
1458,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,ID,266459.15789473685
1459,None,RPGs - Non SBIR/STTR,2014.0,ID,186000.0
1460,None,RPGs - SBIR/STTR,2014.0,ID,872034.0
1461,Domestic Higher Education,Research Centers,2014.0,ID,1518921.1363636365
1462,Domestic Higher Education,Other Research-Related,2015.0,ID,136807.0
1463,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,ID,242602.06666666668
1464,None,RPGs - Non SBIR/STTR,2015.0,ID,264168.0
1465,None,RPGs - SBIR/STTR,2015.0,ID,115365.0
1466,Domestic Higher Education,Research Centers,2015.0,ID,2111974.272727273
1467,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,ID,235200.94285714286
1468,Independent Hospitals,RPGs - Non SBIR/STTR,2016.0,ID,280000.0
1469,None,RPGs - SBIR/STTR,2016.0,ID,397599.0
1470,Domestic Higher Education,Research Centers,2016.0,ID,2032907.4782608696
1471,Research Institutes,Research Centers,2016.0,ID,1837517.0
1472,Domestic Higher Education,Other Research-Related,2017.0,ID,228877.0
1473,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,ID,202733.625
1474,None,RPGs - SBIR/STTR,2017.0,ID,235198.5
1475,Domestic Higher Education,Research Centers,2017.0,ID,2083353.8181818181
1476,Research Institutes,Research Centers,2017.0,ID,1891500.0
1477,Domestic Higher Education,Other Research-Related,2018.0,ID,211276.0
1478,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,ID,284766.6
1479,Research Institutes,RPGs - Non SBIR/STTR,2018.0,ID,72916.0
1480,None,RPGs - SBIR/STTR,2018.0,ID,441001.0
1481,Domestic Higher Education,Research Centers,2018.0,ID,2613997.466666667
1482,Research Institutes,Research Centers,2018.0,ID,1891500.0
1483,Domestic Higher Education,Other Research-Related,2019.0,ID,237579.0
1484,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,ID,326884.0487804878
1485,Research Institutes,RPGs - Non SBIR/STTR,2019.0,ID,66009.0
1486,None,RPGs - SBIR/STTR,2019.0,ID,491792.0
1487,Domestic Higher Education,Research Centers,2019.0,ID,2019599.6818181819
1488,Research Institutes,Research Centers,2019.0,ID,1891500.0
1489,Domestic Higher Education,Other Research-Related,2020.0,ID,186395.66666666666
1490,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,ID,360654.1388888889
1491,None,RPGs - SBIR/STTR,2020.0,ID,799156.0
1492,Domestic Higher Education,Research Centers,2020.0,ID,1279542.888888889
1493,Research Institutes,Research Centers,2020.0,ID,1891500.0
1494,Domestic Higher Education,Training - Individual,2020.0,ID,35775.0
1495,Domestic Higher Education,Other Research-Related,2021.0,ID,178485.5
1496,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,ID,324975.8125
1497,None,RPGs - SBIR/STTR,2021.0,ID,1049889.0
1498,Domestic Higher Education,Research Centers,2021.0,ID,1328146.2972972973
1499,Research Institutes,Research Centers,2021.0,ID,576000.0
1500,Domestic Higher Education,Training - Individual,2021.0,ID,36291.0
1501,Domestic Higher Education,Other Research-Related,2012.0,IL,178733.29299363057
1502,Independent Hospitals,Other Research-Related,2012.0,IL,798736.4210526316
1503,None,Other Research-Related,2012.0,IL,213551.2962962963
1504,Research Institutes,Other Research-Related,2012.0,IL,571602.0
1505,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,IL,392093.28571428574
1506,Independent Hospitals,RPGs - Non SBIR/STTR,2012.0,IL,373966.9285714286
1507,None,RPGs - Non SBIR/STTR,2012.0,IL,419750.2626427406
1508,Research Institutes,RPGs - Non SBIR/STTR,2012.0,IL,463372.1052631579
1509,None,RPGs - SBIR/STTR,2012.0,IL,353869.0338983051
1510,Domestic Higher Education,Research Centers,2012.0,IL,1556183.6304347827
1511,None,Research Centers,2012.0,IL,1038075.0
1512,Domestic Higher Education,Training - Individual,2012.0,IL,43990.52136752137
1513,Independent Hospitals,Training - Individual,2012.0,IL,42232.0
1514,None,Training - Individual,2012.0,IL,41040.50617283951
1515,Domestic Higher Education,Training - Institutional,2012.0,IL,260010.46774193548
1516,None,Training - Institutional,2012.0,IL,259912.325
1517,Domestic Higher Education,Other Research-Related,2013.0,IL,187909.02209944752
1518,Independent Hospitals,Other Research-Related,2013.0,IL,1096640.3333333333
1519,None,Other Research-Related,2013.0,IL,208094.6
1520,Research Institutes,Other Research-Related,2013.0,IL,345773.2
1521,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,IL,393870.0257352941
1522,Independent Hospitals,RPGs - Non SBIR/STTR,2013.0,IL,393426.78125
1523,None,RPGs - Non SBIR/STTR,2013.0,IL,401228.3986013986
1524,Research Institutes,RPGs - Non SBIR/STTR,2013.0,IL,513152.1052631579
1525,None,RPGs - SBIR/STTR,2013.0,IL,395794.8275862069
1526,Domestic Higher Education,Research Centers,2013.0,IL,1713832.90625
1527,None,Research Centers,2013.0,IL,1182060.9393939395
1528,Domestic Higher Education,Training - Individual,2013.0,IL,42568.98058252427
1529,Independent Hospitals,Training - Individual,2013.0,IL,35708.0
1530,None,Training - Individual,2013.0,IL,44145.32894736842
1531,Domestic Higher Education,Training - Institutional,2013.0,IL,273340.01851851854
1532,None,Training - Institutional,2013.0,IL,252884.32432432432
1533,Domestic Higher Education,Other Research-Related,2014.0,IL,211518.82110091744
1534,Independent Hospitals,Other Research-Related,2014.0,IL,888892.2647058824
1535,None,Other Research-Related,2014.0,IL,176577.60563380283
1536,Research Institutes,Other Research-Related,2014.0,IL,384101.2
1537,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,IL,361670.54883427854
1538,Independent Hospitals,RPGs - Non SBIR/STTR,2014.0,IL,352301.3243243243
1539,None,RPGs - Non SBIR/STTR,2014.0,IL,564663.9424460431
1540,Research Institutes,RPGs - Non SBIR/STTR,2014.0,IL,572362.8947368421
1541,None,RPGs - SBIR/STTR,2014.0,IL,423885.0416666667
1542,Domestic Higher Education,Research Centers,2014.0,IL,1247367.8983050848
1543,None,Research Centers,2014.0,IL,1169413.6
1544,Domestic Higher Education,Training - Individual,2014.0,IL,42916.911458333336
1545,Independent Hospitals,Training - Individual,2014.0,IL,36152.0
1546,None,Training - Individual,2014.0,IL,46969.0
1547,Domestic Higher Education,Training - Institutional,2014.0,IL,261387.75531914894
1548,None,Training - Institutional,2014.0,IL,148100.0
1549,Domestic Higher Education,Other Research-Related,2015.0,IL,175507.7311827957
1550,Independent Hospitals,Other Research-Related,2015.0,IL,1193180.1363636365
1551,None,Other Research-Related,2015.0,IL,127998.70512820513
1552,Research Institutes,Other Research-Related,2015.0,IL,656001.5
1553,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,IL,399808.77053291537
1554,Independent Hospitals,RPGs - Non SBIR/STTR,2015.0,IL,338868.7111111111
1555,None,RPGs - Non SBIR/STTR,2015.0,IL,450729.3193277311
1556,Research Institutes,RPGs - Non SBIR/STTR,2015.0,IL,459670.1818181818
1557,None,RPGs - SBIR/STTR,2015.0,IL,410883.03125
1558,Domestic Higher Education,Research Centers,2015.0,IL,1009475.6463414634
1559,Independent Hospitals,Research Centers,2015.0,IL,240000.0
1560,None,Research Centers,2015.0,IL,589120.875
1561,Domestic Higher Education,Training - Individual,2015.0,IL,43020.041025641025
1562,Independent Hospitals,Training - Individual,2015.0,IL,36089.666666666664
1563,None,Training - Individual,2015.0,IL,36592.5
1564,Domestic Higher Education,Training - Institutional,2015.0,IL,300021.8045977011
1565,None,Training - Institutional,2015.0,IL,150498.0
1566,Domestic Higher Education,Other Research-Related,2016.0,IL,251802.52314814815
1567,Independent Hospitals,Other Research-Related,2016.0,IL,2535357.4545454546
1568,None,Other Research-Related,2016.0,IL,136941.74
1569,Research Institutes,Other Research-Related,2016.0,IL,428407.0
1570,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,IL,417734.1957671958
1571,Independent Hospitals,RPGs - Non SBIR/STTR,2016.0,IL,336783.0256410256
1572,None,RPGs - Non SBIR/STTR,2016.0,IL,486898.5581395349
1573,Research Institutes,RPGs - Non SBIR/STTR,2016.0,IL,509068.75
1574,None,RPGs - SBIR/STTR,2016.0,IL,525993.0144927537
1575,Domestic Higher Education,Research Centers,2016.0,IL,921590.9263157895
1576,Domestic Higher Education,Training - Individual,2016.0,IL,45502.913043478264
1577,Independent Hospitals,Training - Individual,2016.0,IL,42915.5
1578,Domestic Higher Education,Training - Institutional,2016.0,IL,297796.84375
1579,Domestic Higher Education,Other,2017.0,IL,1032562.0
1580,Domestic Higher Education,Other Research-Related,2017.0,IL,196076.26530612246
1581,Independent Hospitals,Other Research-Related,2017.0,IL,2150917.8571428573
1582,None,Other Research-Related,2017.0,IL,355464.15789473685
1583,Research Institutes,Other Research-Related,2017.0,IL,614369.0
1584,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,IL,427656.7233226837
1585,Independent Hospitals,RPGs - Non SBIR/STTR,2017.0,IL,328608.4090909091
1586,None,RPGs - Non SBIR/STTR,2017.0,IL,475496.7
1587,Research Institutes,RPGs - Non SBIR/STTR,2017.0,IL,562360.6153846154
1588,None,RPGs - SBIR/STTR,2017.0,IL,474486.9344262295
1589,Domestic Higher Education,Research Centers,2017.0,IL,932333.2717391305
1590,Domestic Higher Education,Training - Individual,2017.0,IL,42099.57081545064
1591,Independent Hospitals,Training - Individual,2017.0,IL,37723.0
1592,Domestic Higher Education,Training - Institutional,2017.0,IL,271712.6055045872
1593,Domestic Higher Education,Other,2018.0,IL,6676157.5
1594,None,Other,2018.0,IL,444618.0
1595,Domestic Higher Education,Other Research-Related,2018.0,IL,227961.5700483092
1596,Independent Hospitals,Other Research-Related,2018.0,IL,1724582.8333333333
1597,None,Other Research-Related,2018.0,IL,438770.65
1598,Research Institutes,Other Research-Related,2018.0,IL,754181.0
1599,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,IL,443884.5212888378
1600,Independent Hospitals,RPGs - Non SBIR/STTR,2018.0,IL,370479.6031746032
1601,None,RPGs - Non SBIR/STTR,2018.0,IL,646171.1521739131
1602,Research Institutes,RPGs - Non SBIR/STTR,2018.0,IL,468894.23529411765
1603,None,RPGs - SBIR/STTR,2018.0,IL,344649.3333333333
1604,Domestic Higher Education,Research Centers,2018.0,IL,1098499.8860759493
1605,Independent Hospitals,Research Centers,2018.0,IL,322971.0
1606,Domestic Higher Education,Training - Individual,2018.0,IL,47167.567307692305
1607,Domestic Higher Education,Training - Institutional,2018.0,IL,298168.17647058825
1608,Domestic Higher Education,Construction,2019.0,IL,3269490.0
1609,Domestic Higher Education,Other,2019.0,IL,11990000.0
1610,None,Other,2019.0,IL,491860.0
1611,Domestic Higher Education,Other Research-Related,2019.0,IL,382947.8606557377
1612,Independent Hospitals,Other Research-Related,2019.0,IL,1290330.652173913
1613,None,Other Research-Related,2019.0,IL,919165.8064516129
1614,Research Institutes,Other Research-Related,2019.0,IL,833394.0
1615,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,IL,455141.6073992269
1616,Independent Hospitals,RPGs - Non SBIR/STTR,2019.0,IL,453302.4647887324
1617,None,RPGs - Non SBIR/STTR,2019.0,IL,744694.552631579
1618,Research Institutes,RPGs - Non SBIR/STTR,2019.0,IL,544330.6666666666
1619,None,RPGs - SBIR/STTR,2019.0,IL,326648.6
1620,Domestic Higher Education,Research Centers,2019.0,IL,1431183.380952381
1621,Independent Hospitals,Research Centers,2019.0,IL,305913.0
1622,Domestic Higher Education,Training - Individual,2019.0,IL,49039.909547738695
1623,Domestic Higher Education,Training - Institutional,2019.0,IL,307682.7475728155
1624,Domestic Higher Education,Other,2020.0,IL,13310105.5
1625,None,Other,2020.0,IL,709688.0
1626,Domestic Higher Education,Other Research-Related,2020.0,IL,350326.8068669528
1627,Independent Hospitals,Other Research-Related,2020.0,IL,1283470.9166666667
1628,None,Other Research-Related,2020.0,IL,1216557.9375
1629,Research Institutes,Other Research-Related,2020.0,IL,956067.0
1630,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,IL,477430.05555555556
1631,Independent Hospitals,RPGs - Non SBIR/STTR,2020.0,IL,454265.2077922078
1632,None,RPGs - Non SBIR/STTR,2020.0,IL,1163662.2142857143
1633,Research Institutes,RPGs - Non SBIR/STTR,2020.0,IL,510069.4210526316
1634,None,RPGs - SBIR/STTR,2020.0,IL,489681.9696969697
1635,Domestic Higher Education,Research Centers,2020.0,IL,1404702.2463768115
1636,None,Research Centers,2020.0,IL,3876805.0
1637,Domestic Higher Education,Training - Individual,2020.0,IL,49369.479166666664
1638,Domestic Higher Education,Training - Institutional,2020.0,IL,349095.8214285714
1639,Domestic Higher Education,Construction,2021.0,IL,6749090.0
1640,Domestic Higher Education,Other,2021.0,IL,10749211.0
1641,None,Other,2021.0,IL,1304793.0
1642,Domestic Higher Education,Other Research-Related,2021.0,IL,323529.04938271607
1643,Independent Hospitals,Other Research-Related,2021.0,IL,1491561.56
1644,None,Other Research-Related,2021.0,IL,895121.78
1645,Research Institutes,Other Research-Related,2021.0,IL,761800.3333333334
1646,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,IL,481416.68670309655
1647,Independent Hospitals,RPGs - Non SBIR/STTR,2021.0,IL,573094.4492753623
1648,None,RPGs - Non SBIR/STTR,2021.0,IL,655808.0
1649,Research Institutes,RPGs - Non SBIR/STTR,2021.0,IL,546712.3333333334
1650,None,RPGs - SBIR/STTR,2021.0,IL,645885.6037735849
1651,Domestic Higher Education,Research Centers,2021.0,IL,1730685.716981132
1652,None,Research Centers,2021.0,IL,4227715.0
1653,Domestic Higher Education,Training - Individual,2021.0,IL,47978.88202247191
1654,Domestic Higher Education,Training - Institutional,2021.0,IL,329055.9587628866
1655,Domestic Higher Education,Other Research-Related,2012.0,IN,163122.70642201835
1656,Independent Hospitals,Other Research-Related,2012.0,IN,802879.0
1657,None,Other Research-Related,2012.0,IN,124432.9
1658,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,IN,346615.6498973306
1659,Independent Hospitals,RPGs - Non SBIR/STTR,2012.0,IN,67500.0
1660,None,RPGs - Non SBIR/STTR,2012.0,IN,304731.99
1661,None,RPGs - SBIR/STTR,2012.0,IN,270904.5081967213
1662,Domestic Higher Education,Research Centers,2012.0,IN,796386.1071428572
1663,None,Research Centers,2012.0,IN,650915.5
1664,Domestic Higher Education,Training - Individual,2012.0,IN,46888.056074766355
1665,Domestic Higher Education,Training - Institutional,2012.0,IN,322229.8450704225
