,ORGANIZATION NAME,TOTAL FUNDING,TOTAL PROJECT,TOTAL PATENT,TOTAL PUBLICATON
2307,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",370116.0,2.0,6.0,0.0
2308,"INDIANA NANOTECH, LLC",370208.0,2.0,0.0,4.0
2309,UNIVERSITY OF THE WESTERN CAPE,370270.0,5.0,0.0,8.0
2310,"PASCAL BIOSCIENCES US, INC.",371018.0,2.0,0.0,0.0
2311,UNIVERSITY OF PLYMOUTH,371400.0,2.0,0.0,7.0
2312,UNIVERSITY OF CONNECTICUT,371981.0,1.0,0.0,0.0
2313,PANTHER TECHNOLOGY,372038.0,2.0,0.0,1.0
2314,"SALGOMED, INC.",372163.0,2.0,0.0,4.0
2315,OMNICYTE,372591.0,2.0,0.0,0.0
2316,AMERICAN PHYSICIANS SCIENTISTS ASSN,372686.0,11.0,0.0,0.0
2317,METFORA LLC,373684.0,1.0,0.0,0.0
2318,"BASE2 GENOMICS, LLC",373781.0,2.0,0.0,1.0
2319,VDDI PHARMACEUTICALS,374051.0,1.0,0.0,0.0
2320,"NEVA ELECTROMAGNETICS, LLC",374097.0,2.0,0.0,12.0
2321,"RXREVU, INC.",374161.0,2.0,0.0,0.0
2322,VITRISTOR LLC,374262.0,1.0,0.0,0.0
2323,"GLOTECH, INC.",374383.0,1.0,0.0,0.0
2324,DANDELION SCIENCE CORP,374489.0,2.0,0.0,0.0
2325,WESTERN CAROLINA UNIVERSITY,374504.0,2.0,0.0,0.0
2326,"NUTRASORB, LLC",374591.0,4.0,0.0,6.0
2327,"GENERAL OPTICS, LLC",374638.0,2.0,0.0,0.0
2328,HEPATX CORPORATION,374723.0,2.0,0.0,0.0
2329,"AURASENSE THERAPEUTICS, LLC",374876.0,2.0,0.0,1.0
2330,"1ST PLAYABLE PRODUCTIONS, LLC",374999.0,2.0,0.0,3.0
2331,"SPOT ON SCIENCES, LLC",375000.0,2.0,0.0,0.0
2332,"AZITRA, INC.",375000.0,2.0,0.0,3.0
2333,INSTITUTE FOR HEPATITIS & VIRUS RESEARCH,375848.0,2.0,0.0,0.0
2334,"PRAGMADX, INC.",375908.0,2.0,0.0,0.0
2335,BIOPROVAR CORPORATION,376045.0,1.0,0.0,0.0
2336,"VOVA IDA, LLC",376286.0,1.0,0.0,0.0
2337,"CYTOMICS ANALYTICAL, LLC",376434.0,2.0,0.0,1.0
2338,ACCUNOVO BIOTECHNOLOGIES INC,376447.0,1.0,0.0,0.0
2339,BERKELEY FERMENTATION SCIENCE INC.,377000.0,2.0,0.0,0.0
2340,"ACTINIUM PHARMACEUTICALS, INC.",378389.0,1.0,0.0,0.0
2341,"SIMULATED INANIMATE MODELS, LLC",378958.0,3.0,0.0,1.0
2342,PILLSMART INC.,379072.0,2.0,0.0,0.0
2343,"SONITRACK SYSTEMS, INC.",379442.0,3.0,0.0,3.0
2344,FEDERATION OF AMERICAN SCIENTISTS,379878.0,2.0,0.0,1.0
2345,"CUSTOMIZED LEARNING EXERCISE FOR AURAL REHABILITATION, LLC",380006.0,2.0,0.0,0.0
2346,"SALIMETRICS, LLC",380877.0,2.0,0.0,0.0
2347,"TAIGA BIOTECHNOLOGIES, INC.",381002.0,2.0,0.0,1.0
2348,UNIVERSITY OF WISCONSIN PARKSIDE,381039.0,1.0,0.0,1.0
2349,COGNIONICS,381153.0,2.0,0.0,1.0
2350,"UNIVERSITY COLLEGE OF TURABO (CAGUAS,PR)",381684.0,2.0,0.0,0.0
2351,XSPHERA BIOSCIENCES INCORPORATED,381800.0,1.0,0.0,0.0
2352,GOUCHER COLLEGE,381861.0,1.0,0.0,0.0
2353,BENEDICTINE UNIVERSITY,381932.0,1.0,0.0,0.0
2354,"QURVE LEARNING, LLC",382349.0,2.0,0.0,0.0
2355,IMAC REGEN,382493.0,2.0,0.0,0.0
2356,"SYNTHETIC GENOMICS VACCINES, INC.",383476.0,2.0,0.0,0.0
2357,UNIVERSITY OF GUELPH,383587.0,4.0,0.0,3.0
2358,"DIAGNOSTIC DRIVING, INC.",384049.0,3.0,0.0,0.0
2359,ACTIOX LLC,384347.0,1.0,0.0,0.0
2360,UNIVERSITY OF NORTH CAROLINA  ASHEVILLE,384353.0,1.0,0.0,0.0
2361,"FRAMERGY, INC.",384570.0,1.0,0.0,0.0
2362,JOHN CARROLL UNIVERSITY,384642.0,1.0,0.0,0.0
2363,EASEALERT LLC,384782.0,1.0,0.0,0.0
2364,"TANGEN BIOSCIENCES, INC.",385031.0,2.0,0.0,0.0
2365,"LEADINGAGE, INC.",385059.0,2.0,0.0,0.0
2366,PAZ PHARMACEUTICALS,385139.0,1.0,0.0,0.0
2367,"INNOLIGN BIOMEDICAL, LLC",385467.0,2.0,0.0,1.0
2368,PULMATRIX,385864.0,2.0,0.0,0.0
2369,"TERPENOID THERAPEUTICS, INC.",386015.0,2.0,0.0,0.0
2370,"BIODATA CONSORTIUM, LLC",386526.0,1.0,0.0,0.0
2371,"CLEAR SESSION, INC.",387235.0,1.0,0.0,0.0
2372,DRAKE UNIVERSITY,387743.0,1.0,0.0,5.0
2373,METROPOLITAN STATE UNIVERSITY OF DENVER,388762.0,1.0,0.0,0.0
2374,"AFFIRMED PHARMA, LLC",388773.0,2.0,0.0,0.0
2375,UNIVERSITY OF LA VERNE,389611.0,1.0,0.0,1.0
2376,"GAMETHEORY, INC.",389621.0,2.0,0.0,0.0
2377,"AYER AND KURIS RESEARCH ENGINEERING, INC",389905.0,2.0,0.0,0.0
2378,"TREVARX BIOMEDICAL, INC.",390058.0,1.0,0.0,0.0
2379,SMART INFORMATION FLOW TECHNOLOGIES,390181.0,1.0,0.0,0.0
2380,VOVA IDA THERAPEUTICS INC,390685.0,1.0,0.0,0.0
2381,"SCINTILLATION NANOTECHNOLOGIES, INC.",390978.0,2.0,0.0,0.0
2382,"VERRA THERAPEUTICS, LLC",391023.0,1.0,0.0,0.0
2383,HUMAN DEVELOPMENT RESEARCH FOUNDATION,391452.0,5.0,0.0,7.0
2384,HARVEY MUDD COLLEGE,391528.0,1.0,0.0,0.0
2385,"PROVIDENCE HOSPITAL (MOBILE, AL)",391891.0,1.0,0.0,0.0
2386,"INTEGRATIVE BIOINFORMATICS, INC.",392357.0,2.0,0.0,4.0
2387,"VIVOSENSE, INC.",392519.0,1.0,0.0,0.0
2388,"NEUROEPIGENIX, LLC",392942.0,1.0,0.0,0.0
2389,"PLACES FOR PEOPLE, INC.",393008.0,2.0,0.0,5.0
2390,"TUMORGEN, INC.",393048.0,1.0,0.0,0.0
2391,"CELARTIA, INC",393312.0,1.0,0.0,0.0
2392,"AQUAMOST, INC.",393606.0,2.0,0.0,0.0
2393,"ALESSA THERAPEUTICS, INC.",393713.0,1.0,0.0,0.0
2394,"PATHOVACS, INC.",393833.0,1.0,0.0,0.0
2395,"EMPHYMAB BIOTECH, LLC",394239.0,2.0,0.0,1.0
2396,3 I,394260.0,1.0,0.0,0.0
2397,BUENA VISTA UNIVERSITY,394346.0,2.0,0.0,1.0
2398,COLLEGE AT BROCKPORT,394366.0,1.0,0.0,2.0
2399,"SYNKERA TECHNOLOGIES, INC.",394518.0,1.0,0.0,0.0
2400,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,394525.0,1.0,0.0,0.0
2401,CORNELL COLLEGE,394562.0,1.0,0.0,1.0
2402,CIRCCURE CORPORATION,395248.0,1.0,0.0,0.0
2403,NATIONAL REHABILITATION HOSPITAL,395321.0,3.0,0.0,9.0
2404,HOFSTRA UNIVERSITY,395400.0,1.0,0.0,0.0
2405,"PROLYNX, LLC",395446.0,2.0,0.0,0.0
2406,WOFFORD COLLEGE,395468.0,1.0,0.0,1.0
2407,"KINIMMUNE, INC.",395595.0,1.0,0.0,0.0
2408,"VERITAS HEALTH SOLUTIONS, LLC",395723.0,1.0,0.0,0.0
2409,IMMUNOQ THERAPEUTICS INC.,395738.0,1.0,0.0,0.0
2410,"SAPPHIRE BIOTECH, INC.",395880.0,1.0,0.0,0.0
2411,ANANYA HEALTH INC,396587.0,1.0,0.0,0.0
2412,"WILD DOG PHYSICS, LLC",396608.0,1.0,0.0,0.0
2413,"SPECTROGLYPH, LLC",396760.0,2.0,0.0,0.0
2414,"SANICKA, INC",396908.0,1.0,0.0,0.0
2415,BENEDICT COLLEGE,397024.0,4.0,0.0,2.0
2416,"APLEXIS, INC.",397198.0,1.0,0.0,0.0
2417,ONE WORLD DESIGN AND MANUFACTURING GROUP LTD,397221.0,1.0,0.0,0.0
2418,"DNATWO, INC.",397221.0,1.0,0.0,0.0
2419,5 POINT APP,397367.0,1.0,0.0,0.0
2420,"TARHEELVENTURES.COM, INC.",397452.0,2.0,0.0,0.0
2421,"ZENOBIA THERAPEUTICS, INC",397750.0,2.0,0.0,0.0
2422,JEWISH HOME AND HOSPITAL LIFECARE SYSTEM,397801.0,2.0,0.0,1.0
2423,"PRECISION EPIGENOMICS, INC.",397831.0,1.0,0.0,0.0
2424,"PYRAMID TECHNICAL CONSULTANTS, INC.",397893.0,1.0,0.0,0.0
2425,"BOSTON IMMUNE TECHNOLOGIES AND THERAPEUTICS, INC.",397959.0,1.0,0.0,0.0
2426,ABACUS BIOSCIENCE INC,398040.0,1.0,0.0,0.0
2427,PHAENO INC,398040.0,1.0,0.0,0.0
2428,"ARGOSMD, INC.",398209.0,1.0,0.0,0.0
2429,"CLARADELE PHARMACEUTICALS, INC.",398242.0,1.0,0.0,0.0
2430,"XILIS, INC.",398486.0,1.0,0.0,0.0
2431,"VONA ONCOLOGY, LLC",398493.0,1.0,0.0,0.0
2432,PISTEVO HEALTH LLC,398555.0,1.0,0.0,0.0
2433,GMG ARCDATA LLC,398711.0,1.0,0.0,0.0
2434,VIZLITICS INC.,398721.0,1.0,0.0,0.0
2435,TRIO PHARMACEUTICALS INC.,398734.0,1.0,0.0,0.0
2436,ANANEO THERAPEUTICS INC.,398917.0,1.0,0.0,0.0
2437,MAASTRICHT UNIVERSITY,398922.0,4.0,0.0,2.0
2438,"PHENOMAPPER, LLC",398957.0,2.0,0.0,0.0
2439,NOVOGLIA LLC,399002.0,1.0,0.0,0.0
2440,"TISSUE GENETICS, INC.",399246.0,1.0,0.0,1.0
2441,"GLANNAVENTA, INC.",399331.0,1.0,0.0,0.0
2442,"IMPLICYTE, INC.",399335.0,1.0,0.0,0.0
2443,CONSTANTIAM BIOSCIENCES INC.,399367.0,1.0,0.0,0.0
2444,"MOERAE MATRIX, INC.",399405.0,1.0,0.0,0.0
2445,VANQUISH BIO LLC,399580.0,1.0,0.0,0.0
2446,PATHWARE INC.,399583.0,1.0,0.0,0.0
2447,"MASSIVE BIO, INC.",399594.0,1.0,0.0,0.0
2448,"ESCHARA MEDICAL, LLC",399628.0,1.0,0.0,0.0
2449,"ASTRIN BIOSCIENCES, INC.",399678.0,1.0,0.0,0.0
2450,OUTCOMES4ME INC.,399721.0,1.0,0.0,0.0
2451,"STRATAGEN BIO, INC.",399740.0,1.0,0.0,0.0
2452,STOECKER & ASSOCIATES,399745.0,3.0,0.0,1.0
2453,"ONCOSPHERIX, INC.",399774.0,1.0,0.0,0.0
2454,"AMAR INTERNATIONAL, INC.",399854.0,1.0,0.0,0.0
2455,"NOVOGLIA, INC.",399859.0,1.0,0.0,0.0
2456,"DAYNAMICA, INC.",399865.0,1.0,0.0,0.0
2457,"APRICITY HEALTH, LLC",399870.0,1.0,0.0,0.0
2458,"BARATI MEDICAL, LLC",399877.0,2.0,0.0,0.0
2459,CYTOVERIS INC,399948.0,1.0,0.0,0.0
2460,"NAVIGATION SCIENCES, INC.",399975.0,2.0,0.0,0.0
2461,"AXONEURAL THERAPEUTICS, INC.",399987.0,1.0,0.0,0.0
2462,"VEANA THERAPEUTICS, INC.",399999.0,1.0,0.0,0.0
2463,"KUBANDA CRYOTHERAPY, INC.",399999.0,1.0,0.0,0.0
2464,CURER INC,399999.0,1.0,0.0,0.0
2465,PATHODYNAMICS LLC,399999.0,1.0,0.0,0.0
2466,WILDFLOWER BIOPHARMA INC,399999.0,1.0,0.0,0.0
2467,"ADDUCTNE, LLC",400000.0,1.0,0.0,0.0
2468,KIBIO INC.,400000.0,1.0,0.0,0.0
2469,ISOLA THERAPUETICS,400000.0,1.0,0.0,0.0
2470,"PIECES TECHNOLOGIES, INC.",400000.0,1.0,0.0,0.0
2471,"DIVINER THERAPEUTICS, LLC",400000.0,1.0,0.0,0.0
2472,VELOXAI LLC,400000.0,1.0,0.0,0.0
2473,"ELATE MEDICAL, INC.",400000.0,1.0,0.0,0.0
2474,"ARVETAS BIOSCIENCES, INC.",400000.0,1.0,0.0,0.0
2475,"REVERIS THERAPEUTICS, LLC",400000.0,2.0,0.0,2.0
2476,"PENSIEVISION, INC.",400000.0,1.0,0.0,0.0
2477,"WIBI WORKS, LLC",400000.0,2.0,0.0,0.0
2478,"SOMAGENE, INC.",400000.0,1.0,0.0,0.0
2479,PACDNA LLC,400000.0,1.0,0.0,0.0
2480,ROCK IMMUNE LLC,400000.0,1.0,0.0,0.0
2481,"PRECISION MICROWAVE, INC.",400000.0,1.0,0.0,0.0
2482,"IMMUNOPHOTONICS, INC.",400000.0,1.0,0.0,0.0
2483,"AZTEK BIO, INC.",400000.0,1.0,0.0,0.0
2484,FLUIDISPEC LLC,400000.0,1.0,0.0,0.0
2485,"AMPLIFYDX, INC.",400000.0,1.0,0.0,0.0
2486,"MORPHOGENESIS, INC.",400000.0,1.0,0.0,0.0
2487,"SIRPANT IMMUNOTHERAPEUTICS, INC.",400000.0,1.0,0.0,0.0
2488,RAVEN BIOMATERIALS LLC,400000.0,1.0,0.0,0.0
2489,"LYMPHATECH, INC.",400000.0,1.0,0.0,0.0
2490,"RGENTA THERAPEUTICS, INC.",400034.0,1.0,0.0,0.0
2491,"APPLIED NANOTECH, INC.",400039.0,2.0,0.0,1.0
2492,MILLSAPS COLLEGE,400492.0,1.0,0.0,0.0
2493,"ATTORIS, LLC",401841.0,2.0,0.0,0.0
2494,"THREE RIVERS HOLDINGS, LLC",401966.0,1.0,0.0,0.0
2495,"TRUCODE GENE REPAIR, INC.",402856.0,1.0,0.0,3.0
2496,UNIVERSITY OF ABERDEEN,403001.0,3.0,0.0,0.0
2497,NAVAL MEDICAL RESEARCH UNIT NUMBER SIX,403280.0,3.0,0.0,0.0
2498,UNIVERSITY OF PORTLAND,404168.0,1.0,0.0,0.0
2499,NEUROTYPE INC.,404911.0,3.0,0.0,0.0
2500,ASSOCIATION FOR CHEMORECEPTION SCIENCES,405000.0,11.0,0.0,6.0
2501,CENTRE FOR RESEARCH IN INFECTIOUS DISEASES - CRID,405000.0,3.0,0.0,0.0
2502,"KOAG MEDICAL, INC.",405211.0,1.0,0.0,0.0
2503,"EYES OF THE WORLD MEDIA GROUP, INC.",405379.0,2.0,0.0,0.0
2504,"BACCHUS THERAPEUTICS, INC.",405432.0,1.0,0.0,0.0
2505,"TRADEWIND BIOSCIENCE, INC.",405552.0,1.0,0.0,0.0
2506,"ACELOT, INC.",406325.0,2.0,0.0,0.0
2507,RNA NANOTHERAPEUTICS LLC,406500.0,1.0,0.0,0.0
2508,"INTELLIGENT PROSTHETIC SYSTEMS, LLC",407026.0,3.0,0.0,10.0
2509,BLINDSIGHT CORPORATION,407051.0,1.0,4.0,0.0
2510,"REMPEX PHARMACEUTICALS, INC.",407413.0,2.0,0.0,3.0
2511,UNIVERSITY OF HARTFORD,408272.0,3.0,0.0,10.0
2512,"GLYPHIC BIOTECHNOLOGIES, INC.",409295.0,1.0,0.0,0.0
2513,"STRATOS GENOMICS, INC.",409738.0,1.0,0.0,0.0
2514,PENNSYLVANIA DRUG DISCOVERY INSTITUTE,409775.0,2.0,0.0,0.0
2515,"PREVEP, INC.",410113.0,1.0,0.0,0.0
2516,"CALIFORNIA STATE UNIV, MONTEREY BAY",410830.0,2.0,0.0,2.0
2517,"NANODIAGNOSTIC TECHNOLOGY, LLC",410879.0,3.0,0.0,0.0
2518,"LUMAMED, LLC",411194.0,2.0,0.0,0.0
2519,"RAYDIANT OXIMETRY, INC.",411770.0,2.0,0.0,0.0
2520,INTERNATIONAL BREAST CANCER RESEARCH FDN,412335.0,1.0,0.0,12.0
2521,CLEVELAND VA MEDICAL RESEARCH/ED/FDN,412785.0,2.0,0.0,6.0
2522,NATIVE AMERICAN MANAGEMENT SRVS,413392.0,2.0,0.0,0.0
2523,"PHYLONIX PHARMACEUTICALS, INC.",413650.0,1.0,0.0,0.0
2524,"PATIENT INSIGHT, INC.",414580.0,2.0,0.0,0.0
2525,"AMERICAN AGING ASSOCIATION, INC.",415550.0,9.0,0.0,0.0
2526,"VENA VITALS, INC.",415577.0,1.0,0.0,0.0
2527,SCHOLASTIC INC,415925.0,1.0,0.0,0.0
2528,"RULES-BASED MEDICINE, INC.",416530.0,1.0,0.0,3.0
2529,"INTICA BIOMEDICAL, INC.",417014.0,2.0,0.0,0.0
2530,"LUCIDICOR, INC.",417019.0,2.0,0.0,0.0
2531,"RIPPLE EFFECT COMMUNICATIONS, INC.",417872.0,3.0,0.0,0.0
2532,"QUANTITATIVE BIOSCIENCES, INC.",418785.0,2.0,0.0,0.0
2533,"LAMNOTHERAPEUTICS, INC.",418812.0,2.0,0.0,5.0
2534,ARIZONA SCIENCE CENTER,419057.0,3.0,0.0,0.0
2535,"ASYMMETREX, LLC",420000.0,1.0,0.0,0.0
2536,"CHILDREN'S SPECIALTY GROUP, PLLC",420567.0,2.0,0.0,2.0
2537,ST. JOHN'S MERCY MEDICAL CENTER,421379.0,1.0,0.0,109.0
2538,"ONL THERAPEUTICS, LLC",421640.0,1.0,0.0,0.0
2539,NETHERLANDS CANCER INSTITUTE,421712.0,2.0,0.0,6.0
2540,"ICON GOVERNMENT AND PUBLIC HEALTH SOLUTIONS, INC.",421892.0,4.0,0.0,0.0
2541,UNIVERSITY OF TENNESSEE SPACE INSTITUTE,422057.0,1.0,0.0,0.0
2542,"BENDER TECH, LLC",422305.0,3.0,0.0,0.0
2543,WHITTIER COLLEGE,423640.0,5.0,0.0,0.0
2544,"MEDIMAGEMETRIC, LLC",425281.0,2.0,0.0,12.0
2545,WILLAMETTE UNIVERSITY,425626.0,1.0,0.0,0.0
2546,"AFFINERGY ,INC",425964.0,2.0,27.0,0.0
2547,"HEARTLAND VACCINES, LLC",426190.0,2.0,0.0,0.0
2548,"PELIAN BIOSCIENCES, LLC",426684.0,2.0,0.0,0.0
2549,ACTIVITY RHYTHM SOLUTIONS CORPORATION,427412.0,2.0,0.0,1.0
2550,EVERHEART SYSTEMS INC.,428204.0,1.0,0.0,0.0
2551,"ABIOMED, INC.",428642.0,1.0,0.0,1.0
2552,"RESHAPE LIFESCIENCES, LLC",429163.0,2.0,0.0,0.0
2553,RANDOLPH-MACON COLLEGE,429192.0,1.0,0.0,3.0
2554,"PRAIRIE TECHNOLOGIES, INC.",429362.0,1.0,0.0,4.0
2555,LOYOLA UNIVERSITY IN NEW ORLEANS,430229.0,1.0,0.0,1.0
2556,"AUTHENTECHNOLOGIES, LLC",430758.0,2.0,0.0,0.0
2557,"CADRE BIOSCIENCE, LLC",430855.0,1.0,0.0,0.0
2558,"PGS MED RESEARCH & ELECTRONIC DESIGN,LLC",431341.0,1.0,0.0,0.0
2559,"AERPIO THERAPEUTICS, INC.",432281.0,2.0,0.0,0.0
2560,ESPERIMAGE LLC,432674.0,1.0,0.0,0.0
2561,NAZARETH COLLEGE,433026.0,5.0,0.0,0.0
2562,ERIE COUNTY MEDICAL CENTER CORP.,433270.0,1.0,0.0,0.0
2563,3RT INNOVATIONS,433405.0,1.0,0.0,0.0
2564,EAST BAY INSTITUTE FOR RESEARCH AND EDUC,433443.0,2.0,0.0,0.0
2565,UNION COLLEGE,433798.0,4.0,0.0,1.0
2566,"PROCURE LIFE SCIENCES, INC.",435000.0,2.0,0.0,0.0
2567,"DESIGN THERAPEUTICS, INC.",435336.0,1.0,0.0,0.0
2568,ST. MARY'S COLLEGE OF MARYLAND,435619.0,5.0,0.0,0.0
2569,"IATERION, INC.",435672.0,2.0,0.0,0.0
2570,"UPSTAIRS SOLUTIONS, LLC",435960.0,1.0,0.0,1.0
2571,"ARBOR ULTRASOUND TECHNOLOGIES, LLC",436365.0,2.0,0.0,0.0
2572,THE HAMNER INSTITUTES,436687.0,1.0,0.0,28.0
2573,"INNOVATIVE DIAGNOSTICS, INC.",437032.0,2.0,0.0,0.0
2574,"VAXSYNA, INC.",437203.0,2.0,0.0,0.0
2575,"OAK THERAPEUTICS, INC.",437428.0,2.0,0.0,0.0
2576,"ITERATIVE THERAPEUTICS, INC.",437806.0,2.0,0.0,1.0
2577,"REJUVENICS TECHNOLOGIES, LLC",438213.0,2.0,0.0,0.0
2578,"BIOLYTIC LAB PERFORMANCE, INC.",438601.0,2.0,0.0,0.0
2579,"WINCS INTERNATIONAL, LLC",438792.0,1.0,0.0,0.0
2580,STILLMAN COLLEGE,439140.0,2.0,0.0,0.0
2581,"PATHWAYS BIOSCIENCE, LLC",439176.0,2.0,0.0,3.0
2582,"NEURO10-9 PHARMA, INC.",439514.0,2.0,0.0,1.0
2583,"BANYAN BIOMARKERS, INC.",439557.0,2.0,0.0,4.0
2584,"WELLSPRING BIOSCIENCES, LLC",440401.0,2.0,0.0,0.0
2585,"OCATA THERAPEUTICS, INC.",441711.0,2.0,0.0,0.0
2586,IMPACT BUSINESS INFORMATION SOLUTIONS INC.,441720.0,2.0,0.0,0.0
2587,PROSETTA CORPORATION,441743.0,2.0,0.0,2.0
2588,METROPOLITAN STATE COLLEGE OF DENVER,441774.0,2.0,0.0,0.0
2589,YOUNGHEARTVALVE LLC,442419.0,1.0,0.0,0.0
2590,"STEMBIOSYS, INC.",442988.0,2.0,0.0,0.0
2591,FAIRLEIGH DICKINSON UNIVERSITY,443437.0,1.0,0.0,0.0
2592,"LOCALIZED THERAPEUTICS, LLC",443571.0,2.0,0.0,4.0
2593,"EYEDESIS BIOSCIENCES, LLC",443722.0,2.0,0.0,1.0
2594,"INDEPENDENT LIVING RESOURCES, INC.",443787.0,1.0,0.0,0.0
2595,"LONGEVICA PHARMACEUTICALS, INC.",444026.0,2.0,0.0,0.0
2596,WAVI COMPANY,444513.0,2.0,0.0,0.0
2597,"TOPOGENE, INC.",445000.0,1.0,0.0,0.0
2598,"CLARITYTEK, INC.",445324.0,1.0,0.0,0.0
2599,"PHENZYME, INC.",445656.0,2.0,0.0,0.0
2600,"ANVIL BIOSCIENCES, LLC",445788.0,2.0,0.0,0.0
2601,"ANGIOGRAFT, LLC",445805.0,2.0,0.0,3.0
2602,"NEIGHBORHOOD HOUSE, INC.",445821.0,1.0,0.0,1.0
2603,"SGC PHARMA, INC.",445906.0,2.0,0.0,0.0
2604,"VAXIION THERAPEUTICS, INC.",446104.0,3.0,0.0,1.0
2605,"RG BIOPHARMA, LLC",446127.0,2.0,0.0,0.0
2606,"ELEMENT GENOMICS, INC.",446388.0,2.0,0.0,8.0
2607,"G-TECH, INC.",446690.0,2.0,0.0,0.0
2608,"VIEWPOINT THERAPEUTICS, INC.",446978.0,2.0,0.0,1.0
2609,"ALISBIO, LLC",447036.0,1.0,0.0,0.0
2610,"URSA ANALYTICS, INC.",447184.0,2.0,0.0,2.0
2611,"MALARVX, INC.",447450.0,2.0,0.0,0.0
2612,"SPYRYX BIOSCIENCES, INC.",447599.0,2.0,0.0,0.0
2613,"CONVERGE BIOTECH, INC.",447623.0,1.0,0.0,1.0
2614,BABEL ANALYTICS LLC,447633.0,2.0,0.0,0.0
2615,"DESCHUTES RESEARCH, INC.",447639.0,1.0,0.0,0.0
2616,UNIVERSITY OF NEW HAVEN,447960.0,1.0,0.0,0.0
2617,"REVOLVE BIOTECHNOLOGIES, INC.",448212.0,1.0,0.0,1.0
2618,"SERSENSE, INC.",448256.0,2.0,0.0,0.0
2619,"SCYNEXIS, INC.",448280.0,2.0,0.0,0.0
2620,COMMUNICATION DISORDERS TECHNOLOGY,448636.0,1.0,0.0,4.0
2621,"STEMCELLLIFE, LLC",448778.0,2.0,0.0,0.0
2622,WEBSTER UNIVERSITY,448831.0,5.0,0.0,0.0
2623,"CDI LABORATORIES, INC.",448916.0,2.0,0.0,0.0
2624,"AXON MEDICAL, INC.",449175.0,2.0,0.0,0.0
2625,"IT'S NEVER 2 LATE, LLC",449463.0,1.0,0.0,0.0
2626,"PELAGOS PHARMACEUTICALS, INC.",449482.0,1.0,0.0,0.0
2627,"TRANSTARGET, INC.",449533.0,2.0,0.0,1.0
2628,SNJ PHARMA INC.,449594.0,1.0,0.0,0.0
2629,REGENERIX LLC,449594.0,1.0,0.0,0.0
2630,"OSCILLOSCAPE, LLC",449695.0,1.0,0.0,0.0
2631,"NANOSYNTH MATERIALS AND SENSORS, INC.",449770.0,2.0,0.0,0.0
2632,"SMALL MOLECULE PPI MIMICS, LLC",449800.0,2.0,0.0,4.0
2633,"PPI PHARMACEUTICALS, LLC",449831.0,2.0,0.0,3.0
2634,"CLICK THERAPEUTICS, INC.",449883.0,2.0,0.0,0.0
2635,"AI TRACKING SOLUTIONS, LLC",449891.0,2.0,0.0,2.0
2636,"NEW ECHOTA BIOTECHNOLOGY, INC.",449917.0,2.0,0.0,1.0
2637,"SYMBIOS TECHNOLOGIES, INC",449931.0,2.0,0.0,2.0
2638,"FLOW FORWARD MEDICAL, INC.",449940.0,2.0,0.0,0.0
2639,"NANO TERRA, INC.",449945.0,2.0,0.0,0.0
2640,"LIGHT AGE, INC.",449963.0,2.0,0.0,0.0
2641,MYOSYNTAX CORPORATION,449986.0,2.0,0.0,0.0
2642,"REPRODUCTIVE STRESS; MEASUREMENT, MECHANISMS AND MANAGEMENT, CORPORATION",450000.0,2.0,0.0,4.0
2643,"ANTHEIA, INC.",450000.0,2.0,0.0,0.0
2644,"NORTHBOUND THERAPEUTICS, INC.",450000.0,2.0,0.0,0.0
2645,"TALEE BIO, INC.",450000.0,2.0,0.0,1.0
2646,"DYNUPOL, INC.",450000.0,2.0,0.0,0.0
2647,AESTAS PHARMA INC.,450000.0,1.0,0.0,0.0
2648,"VERAQUEL TECHNOLOGIES, INC.",450000.0,2.0,0.0,0.0
2649,MODENDO INC.,450000.0,1.0,0.0,0.0
2650,INDUS INSTRUMENTS,450000.0,2.0,0.0,2.0
2651,ENABLE THERAPEUTICS LLC,450022.0,1.0,0.0,1.0
2652,ACUREX THERAPEUTICS CORPORATION,450060.0,1.0,0.0,0.0
2653,"METSELEX, INC.",450234.0,1.0,0.0,0.0
2654,"GROVE INSTRUMENTS, INC.",450297.0,1.0,0.0,0.0
2655,KAISER FOUNDATION HOSPITALS,450762.0,1.0,0.0,0.0
2656,"FAUXSEE INNOVATIONS, LLC",451023.0,2.0,0.0,0.0
2657,"CHIMERA BIOTECHNOLOGY, INC.",451300.0,4.0,0.0,0.0
2658,TRIURSUS THERAPEUTICS INCORPORATED,451715.0,2.0,0.0,0.0
2659,CANISIUS COLLEGE,451775.0,3.0,0.0,1.0
2660,"RETROTHERAPY, LLC",451921.0,2.0,0.0,2.0
2661,"DEURION, LLC",452286.0,5.0,0.0,0.0
2662,DORICPHARMA LLC,453754.0,3.0,0.0,0.0
2663,"LIFE ANALYTICS, INC.",453828.0,1.0,0.0,0.0
2664,NEURALRAD LLC,454559.0,2.0,0.0,0.0
2665,"SENTIMETRIX, INC.",454907.0,2.0,0.0,0.0
2666,POTTEIGER CONSULTING SERVICES LLC DBA GENERATION CONNECT,454916.0,1.0,0.0,0.0
2667,"GLYCIOME, LLC",454968.0,2.0,0.0,0.0
2668,"AMBAY IMMUNE SENSORS AND CONTROLS, LLC",454997.0,2.0,0.0,0.0
2669,"MICROSTRUCTURE IMAGING, INC.",454999.0,2.0,0.0,0.0
